Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2016,2016,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2017,2017,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2018,2018,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2019,2019,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2020,2020,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7006,June,2021,2021,°C,0.523,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1961,1961,°C,-0.31,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1962,1962,°C,-0.513,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1963,1963,°C,-0.09,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1964,1964,°C,0.364,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1965,1965,°C,-0.618,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1966,1966,°C,0.562,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1967,1967,°C,-0.504,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1968,1968,°C,-0.054,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1969,1969,°C,0.088,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1970,1970,°C,0.018,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1971,1971,°C,-0.573,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1972,1972,°C,-0.377,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1973,1973,°C,-0.27,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1974,1974,°C,0.157,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1975,1975,°C,0.006,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1976,1976,°C,-0.336,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1977,1977,°C,0.52,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1978,1978,°C,0.182,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1979,1979,°C,-0.032,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1980,1980,°C,0.975,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1981,1981,°C,0.102,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1982,1982,°C,-0.126,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1983,1983,°C,0.318,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1984,1984,°C,-0.186,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1985,1985,°C,0.255,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1986,1986,°C,0.086,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1987,1987,°C,0.032,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1988,1988,°C,0.728,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1989,1989,°C,0.5,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1990,1990,°C,0.161,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1991,1991,°C,0.135,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1992,1992,°C,-0.826,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1993,1993,°C,-0.149,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1994,1994,°C,0.212,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1995,1995,°C,0.154,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1996,1996,°C,0.142,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1997,1997,°C,0.147,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1998,1998,°C,1.074,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,1999,1999,°C,0.392,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2000,2000,°C,0.029,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2001,2001,°C,0.31,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2002,2002,°C,1.078,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2003,2003,°C,0.921,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2004,2004,°C,0.184,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2005,2005,°C,0.939,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2006,2006,°C,1.305,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2007,2007,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2008,2008,°C,0.098,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2009,2009,°C,-0.045,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2010,2010,°C,0.511,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2011,2011,°C,1.099,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2012,2012,°C,1.341,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2013,2013,°C,0.555,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2014,2014,°C,-0.094,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2015,2015,°C,0.388,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2016,2016,°C,1.096,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2017,2017,°C,1.279,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2018,2018,°C,1.187,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2019,2019,°C,1.064,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2020,2020,°C,1.042,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7007,July,2021,2021,°C,0.956,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1961,1961,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1962,1962,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1963,1963,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1964,1964,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1965,1965,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1966,1966,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1967,1967,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1968,1968,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1969,1969,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1970,1970,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1971,1971,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1972,1972,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1973,1973,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1974,1974,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1975,1975,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1976,1976,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1977,1977,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1978,1978,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1979,1979,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1980,1980,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1981,1981,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1982,1982,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1983,1983,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1984,1984,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1985,1985,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1986,1986,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1987,1987,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1988,1988,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1989,1989,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1990,1990,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1991,1991,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1992,1992,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1993,1993,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1994,1994,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1995,1995,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1996,1996,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1997,1997,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1998,1998,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,1999,1999,°C,0.389,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7007,July,2000,2000,°C,0.389,Fc,Calculated data
